repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
12801352,Java,:page_facing_up: Android Text Full Jusiftication / Wrapping / Justify / Hyphenate - V2.0,4218,1627,215,14,15,13 September 2013,10 January 2018,bluejamesbond/TextJustify-Android,
12843155,C,Modern transactional key-value/row storage library.,4624,1550,661,9,11,15 September 2013,08 February 2018,sophia,
12853082,Java,"A Java API to read, write and create MP4 files",48612,1333,1378,17,30,15 September 2013,29 October 2017,mp4parser,
12858211,Objective-C,An alternative to Core Data for people who like having direct SQL access.,421,1645,180,23,25,16 September 2013,12 June 2017,FCModel,
12876724,JavaScript,Format html inputs to match a specified pattern,996,2539,78,7,9,16 September 2013,01 June 2017,formatter.js,
12888993,Python,:house_with_garden: Open-source home automation platform running on Python 3,78799,12513,12253,419,941,17 September 2013,13 February 2018,balloob/home-assistant,
12902206,Python,A Python module for controlling interactive programs in a pseudo-terminal,8721,1166,1352,51,64,17 September 2013,09 March 2018,pexpect,
12909475,JavaScript,Gmail JavaScript API,1163,3062,624,63,75,17 September 2013,05 February 2018,gmail.js,
12924500,Java,Taste global original animation,14416,1616,125,1,2,18 September 2013,17 April 2017,daimajia/AnimeTaste,
12928754,Objective-C,iOS 7/8 style blurred view controller that appears on top of your view controller.,5409,3053,148,13,14,18 September 2013,11 December 2017,REFrostedViewController,
12939200,Java,Netty learning.,3362,1514,93,3,3,19 September 2013,07 February 2017,netty-learning,
12944563,Objective-C,A library that allows you to easily create text-based notifications that appear on the status bar.,6865,1947,112,17,18,19 September 2013,04 November 2017,cezarywojcik/CWStatusBarNotification,
12946174,JavaScript,"A functional javascript workshop. No libraries required (i.e. no underscore), just ES5.",325,1610,245,31,33,19 September 2013,16 January 2018,timoxley/functional-javascript-workshop,
12967019,JavaScript,Write powerful and concise tests. Property-based testing for JavaScript. Like QuickCheck.,1100,1056,566,26,29,20 September 2013,02 March 2018,jsverify,
12971197,Objective-C,Custom UIAlertView. Continue adding images and UIViews to dialogs in iOS7+,256,1569,46,7,8,20 September 2013,28 November 2017,wimagguc/ios-custom-alertview,
12974571,JavaScript,A simple online fake REST API server,1899,1714,155,7,7,20 September 2013,05 February 2018,jsonplaceholder,
12983151,Java,Add-ons for openHAB 1.x,229640,3473,9334,316,497,20 September 2013,12 February 2018,openhab/openhab,
12984746,Java,Android Library to build a UI Card,30628,4745,652,12,14,20 September 2013,21 August 2016,cardslib,
12996196,Go,"Golang framework for robotics, drones, and the Internet of Things (IoT)",9419,3911,2282,79,87,21 September 2013,13 February 2018,gobot,
,,,,,,,,,,,
13026657,C#,"Fast .NET JSON (De)Serializer, Built On Sigil",74638,1688,1254,18,22,23 September 2013,24 August 2017,Jil,
13034860,JavaScript,Highly scalable realtime framework,1430,4478,964,18,21,23 September 2013,09 February 2018,SocketCluster/socketcluster,
13044294,JavaScript,Rails inspired REST-API ORM for Angular,5825,1211,424,18,24,23 September 2013,11 November 2016,angular-restmod,
13047433,Objective-C,Code examples for the new features of iOS 7.,1624,3060,62,2,4,23 September 2013,03 October 2017,iOS7-Sampler,
13053544,Objective-C,iOS control that allows picking multiple photos and videos from user's photo library.,6668,2112,133,17,19,24 September 2013,19 January 2018,chiunam/CTAssetsPickerController,
13067111,Java,Easily upload files (FTP / Multipart / Binary) in the background with progress indication notification,15621,1624,558,17,23,24 September 2013,22 February 2018,android-upload-service,
13086750,Python,Source Code for the book Building Machine Learning Systems with Python,181867,1879,264,7,7,25 September 2013,12 March 2018,BuildingMachineLearningSystemsWithPython,
13106596,JavaScript,"Test tech job posts for issues with sexism, culture, expectations, and recruiter fails.",423,1672,153,22,23,25 September 2013,29 September 2017,joblint,
13112745,JavaScript,Node server that uses Headless Chrome to render a javascript-rendered page as HTML. To be used in conjunction with prerender middleware.,438,4330,566,47,56,26 September 2013,02 February 2018,prerender,
13122868,C,A Parser Combinator library for C,489,1360,166,14,22,26 September 2013,24 February 2018,mpc,
13123142,C,The Espruino JavaScript interpreter - Official Repo,203850,1321,5139,66,83,26 September 2013,13 March 2018,Espruino,
13124802,Go,"Scalable datastore for metrics, events, and real-time analytics",54710,12589,13271,293,338,26 September 2013,13 February 2018,influxdata/influxdb,
13152531,JavaScript,"Use full ES2015+ features to develop Node.js applications, Support TypeScript.",7136,4072,3065,46,59,27 September 2013,13 February 2018,75team/thinkjs,
13176870,PHP,Effective tree structures in Laravel 4-5,339,1351,219,19,21,28 September 2013,01 March 2018,laravel-nestedset,
13234786,Objective-C,UITextField subclass with floating labels - inspired by Matt D. Smith's design: http://dribbble.com/shots/1254439--GIF-Mobile-Form-Interaction?list=users,326,6625,253,44,51,01 October 2013,30 September 2017,jverdi/JVFloatLabeledTextField,
13258039,Python,Async http client/server framework (asyncio) ,11940,4649,5611,294,315,01 October 2013,13 February 2018,KeepSafe/aiohttp,
13300645,PHP,An OAuth 2.0 bridge for Laravel and Lumen [DEPRECATED FOR LARAVEL 5.3+],746,2340,522,45,54,03 October 2013,02 November 2017,lucadegasperi/oauth2-server-laravel,
13301038,JavaScript,A modular geospatial engine written in JavaScript,31442,3334,3008,74,83,03 October 2013,13 February 2018,Turfjs/turf,
13330259,JavaScript,The simplified HTTP request client 'request' with Promise support. Powered by Bluebird.,268,2685,281,26,29,04 October 2013,09 January 2018,request/request-promise,
13335276,Objective-C,"A photo search/picker for iOS using popular image providers like 500px, Flickr, Instagram, Giphy, Google & Bing Images",35102,1478,504,12,19,04 October 2013,09 February 2018,DZNPhotoPickerController,
13346571,JavaScript,Source transformer enabling ECMAScript 6 generator functions in JavaScript-of-today.,3864,2251,829,53,56,05 October 2013,19 January 2018,regenerator,
13360219,JavaScript,Your life's personal dashboard.,5553,2517,276,5,5,06 October 2013,21 October 2015,reportr,
13384593,Python,ggplot port for python,186091,3224,256,13,15,07 October 2013,08 January 2018,ggplot,
13392416,Java,Syncany is a cloud storage and filesharing application with a focus on security and abstraction of storage.,17952,1384,3192,31,39,07 October 2013,01 September 2017,syncany,
13395154,JavaScript,Amplitude.js is the HTML5 Audio Player for the modern era. No dependencies required.,31823,2406,169,9,11,07 October 2013,02 March 2018,amplitudejs,
13404515,Java,? HikariCP?A solid high-performance JDBC connection pool at last.,4826,6036,2585,75,85,08 October 2013,09 February 2018,brettwooldridge/HikariCP,
13421516,Java,A layout engine for Android that decouples layouts from the View containers that manage scrolling and view recycling. FreeFlow makes it really easy to create custom layouts and beautiful transition animations as data and layouts change,2307,2447,322,11,12,08 October 2013,02 December 2016,FreeFlow,
13421878,Java,Pentaho Data Integration ( ETL ) a.k.a Kettle,543308,1507,19768,148,295,08 October 2013,14 March 2018,pentaho-kettle,
13428264,C#,"ShareX is a free and open source program that lets you capture or record any area of your screen and share it with a single press of a key. It also allows uploading images, text or other types of files to over 80 supported destinations you can choose from.",40692,7176,4448,131,144,08 October 2013,13 February 2018,ShareX,
13441956,Ruby,A fast background processing framework for Ruby and RabbitMQ,1299,1620,394,66,82,09 October 2013,01 March 2018,sneakers,
13486910,Java,A Java library that models spring dynamics and adds real world physics to your app. ,23621,4959,125,11,14,11 October 2013,05 January 2018,facebook/rebound,
13502197,JavaScript,java virtual machine in pure node.js,226,1619,195,7,10,11 October 2013,18 July 2017,node-jvm,
13504233,Objective-C,"Block-based animations made easy, comes with easing functions and a CASpringAnimation replacement.",582,1964,101,5,6,11 October 2013,14 January 2017,RBBAnimation,
13512018,Python,"Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of collecting cpu, memory, network, i/o, load and disk metrics. Additionally, it features an API for implementing custom collectors for gathering metrics from almost any source.",3791,1195,3196,253,340,11 October 2013,07 March 2018,Diamond,
13512328,Go,fleet ties together systemd and etcd into a distributed init system,13907,2408,2948,68,81,11 October 2013,04 January 2018,coreos/fleet,
13546918,PHP,"FruityWiFi is a wireless network auditing tool. The application can be installed in any Debian based system adding the extra packages. Tested in Debian, Kali Linux, Kali Linux ARM (Raspberry Pi), Raspbian (Raspberry Pi), Pwnpi (Raspberry Pi), Bugtraq, NetHunter.",1134,1341,398,5,6,13 October 2013,25 January 2018,FruityWifi,
13558294,Objective-C,Node.js Interpreter for iOS 7,3807,1335,299,5,5,14 October 2013,14 May 2015,Interpreter,
13584262,JavaScript,?? Streaming torrent client for the web,6235,15857,2119,100,114,15 October 2013,12 February 2018,feross/webtorrent,
13612169,Objective-C,A handy class for iOS to use UILabel as a countdown timer or stopwatch just like in Apple Clock App.,1472,1398,111,15,19,16 October 2013,06 November 2017,MZTimerLabel,
13612575,PHP,Adds CORS (Cross-Origin Resource Sharing) headers support in your Laravel application,126,2455,170,40,43,16 October 2013,04 January 2018,laravel-cors,
13624859,Go,A WebSocket implementation for Go.,308,5183,244,44,46,16 October 2013,09 February 2018,gorilla/websocket,
13628513,Go,"Structured, pluggable logging for Go.",525,6630,752,157,177,16 October 2013,12 February 2018,Sirupsen/logrus,
13638851,Objective-C,A super-charged version of MYIntroductionView for building custom app introductions and tutorials.,10102,1546,68,6,6,17 October 2013,30 October 2017,MYBlurIntroductionView,
13671114,JavaScript,"JavaScript framework for robotics, drones, and the Internet of Things (IoT)",20046,3227,1324,20,24,18 October 2013,26 August 2016,cylon,
13692183,C#,NUnit 3.0 Framework,34035,1253,4637,123,146,18 October 2013,13 March 2018,nunit,
13715172,Objective-C,A Xcode 5+ plugin that adds more flexible autocompletion rather than just prefix-matching.,894,3378,221,14,19,20 October 2013,16 June 2017,FuzzyAutocompletePlugin,
13737149,JavaScript,Monkey testing library for web apps and Node.js,2448,7727,162,16,16,21 October 2013,03 October 2017,gremlins.js,
13754092,Objective-C,A UISlider subclass that displays the slider value in a popup view,1709,1751,232,3,4,21 October 2013,17 April 2017,ASValueTrackingSlider,
13782029,Python,The code linting framework for Sublime Text 3,3566,1513,2114,80,89,22 October 2013,14 March 2018,SublimeLinter,
13783958,JavaScript,connect/express middleware that validates a JsonWebToken (JWT) and set the req.user with the attributes,120,2312,196,44,51,22 October 2013,07 February 2018,auth0/express-jwt,
13792721,JavaScript,Node.js client for Apache Kafka 0.8 and later.,1083,1209,717,63,73,23 October 2013,14 March 2018,kafka-node,
13803363,Java,A Particle System for standard Android UI: http://plattysoft.github.io/Leonids/,3298,1435,177,10,12,23 October 2013,17 January 2018,plattysoft/Leonids,
13815852,JavaScript,Ultra-high performance reactive programming,2202,2569,789,47,49,23 October 2013,11 February 2018,cujojs/most,
13838338,Objective-C,Collection of iOS drop-in components to visualize progress,4652,2592,414,23,27,24 October 2013,13 September 2017,mrackwitz/MRProgress,
13855476,Go,"The fantastic ORM library for Golang, aims to be developer friendly",4657,7856,1342,135,153,25 October 2013,13 February 2018,gorm,
13870893,Java,Distributed object store,11911,1001,2102,23,31,25 October 2013,13 March 2018,ambry,
13872231,JavaScript,The web-based visual programming editor.,67719,4283,2213,75,81,25 October 2013,13 February 2018,google/blockly,
13889021,Python,Add a progress meter to your loops in a second,7,2489,15,3,3,26 October 2013,20 September 2017,noamraph/tqdm,
13899674,PHP,Abstraction for local and remote filesystems,1817,4869,1466,138,160,27 October 2013,31 January 2018,flysystem,
13942024,Java,null,107,1327,61,7,7,28 October 2013,03 February 2018,Java8InAction,
13945143,JavaScript,Lightweight job scheduling for Node.js,933,3741,455,68,73,29 October 2013,01 February 2018,agenda,
13964535,JavaScript,A Node.js module for implementing BLE (Bluetooth Low Energy) peripherals,356,1288,315,22,24,29 October 2013,12 March 2018,bleno,
13970367,Objective-C,"[iOS] Easy, customizable notifications displayed on top of the statusbar.",579,3424,192,15,19,29 October 2013,13 February 2018,jaydee3/JDStatusBarNotification,
13975314,Go,Classy web framework for Go,496,9937,591,97,115,30 October 2013,27 May 2017,go-martini/martini,
14002104,Objective-C,Painting app for the iPhone and iPad.,25644,1664,17,1,1,30 October 2013,30 March 2017,Brushes,
14027551,Objective-C,A soup-to-nuts sharing library for iOS.,13048,1887,231,14,19,31 October 2013,01 June 2015,overshare-kit,
14029328,JavaScript,HLS library for video.js,17147,1838,1474,52,63,31 October 2013,14 March 2018,videojs-contrib-hls,
14037019,JavaScript,The first back-end framework specially designed for single-page web applications,2511,1001,182,6,7,01 November 2013,10 April 2015,synth,
14037931,JavaScript,"A tree component for AngularJS, without jQuery as dependency.",15412,2475,1046,73,95,01 November 2013,07 February 2018,angular-ui-tree/angular-ui-tree,
14046563,Java,"Bootstrap style widgets for Android, with Glyph Icons",11507,6487,338,24,26,01 November 2013,07 December 2017,Android-Bootstrap,
14068061,Java,A library for supporting custom shaped ImageView(s) using SVGs and paint shapes,1240,1488,62,5,7,02 November 2013,06 February 2016,CustomShapeImageView,
14075080,PHP,"WordPress boilerplate with modern development tools, easier configuration, and an improved folder structure",332,3839,369,50,54,02 November 2013,11 February 2018,bedrock,
14089735,JavaScript,The Ember.js command line utility,12080,3190,8129,377,436,03 November 2013,14 February 2018,ember-cli,
14105478,JavaScript,"Tense, nervous, minifying images?",730,2005,245,11,11,04 November 2013,07 February 2018,imagemin,
14128006,Go,Golang implementation of the Raft consensus protocol,1670,1683,739,32,35,05 November 2013,11 March 2018,raft,
14155824,JavaScript,A framework for 3D geospatial visualization in the browser,14105,2496,478,8,10,05 November 2013,03 June 2017,vizicities,
14160615,JavaScript,Make use of Twitter Bootstrap's modal more monkey-friendly.,1513,1788,312,24,29,06 November 2013,08 January 2018,nakupanda/bootstrap3-dialog,
14187079,Objective-C,A simple and beautiful chart lib used in Piner and CoinsMan for iOS,644,9105,508,66,82,06 November 2013,07 February 2018,kevinzhow/PNChart,
14191712,Python,"A parser for Google Scholar, written in Python",71,1271,47,5,6,07 November 2013,14 January 2018,scholar.py,
14198538,Objective-C,UICollectionViewLayout subclass for displaying items of different sizes in a grid without wasting any visual space. Inspired by: http://www.crispymtn.com/stories/the-algorithm-for-a-perfectly-balanced-photo-gallery,9329,1385,64,5,5,07 November 2013,27 February 2016,NHBalancedFlowLayout,
14210523,JavaScript," yargs the modern, pirate-themed successor to optimist.",2149,4109,1338,133,142,07 November 2013,12 February 2018,yargs/yargs,
14238949,Ruby,Elasticsearch integrations for ActiveModel/Record and Ruby on Rails,5054,2219,502,67,70,08 November 2013,28 February 2018,elasticsearch-rails,
14239434,C++,Cycle-accurate NES emulator in ~1000 lines of code,835,1093,104,1,2,08 November 2013,20 July 2017,AndreaOrru/LaiNES,
14247776,Java,"A simple library that makes it easy to pair thin views with dedicated controllers, isolated from most of the vagaries of the Activity life cycle.",879,2127,279,19,25,09 November 2013,08 September 2017,square/mortar,
14281190,Java,null,6759,1337,751,24,30,10 November 2013,11 March 2018,JCTools,
14303048,C++,MAME,717533,2670,57162,232,288,11 November 2013,13 February 2018,mamedev/mame,
14305727,C++,Experimental range library for C++11/14/17,19660,1507,1502,43,45,11 November 2013,12 March 2018,range-v3,
14325757,C,Antialiased 2D vector drawing library on top of OpenGL for UI and visualizations.,3561,2263,349,34,42,12 November 2013,12 February 2018,memononen/nanovg,
14335772,JavaScript,"Drag and drop library for two-dimensional, resizable and responsive lists",325,3345,336,16,17,12 November 2013,13 December 2017,grid,
14375002,JavaScript,Parse and stringify URL query strings,83,2005,112,27,30,13 November 2013,14 March 2018,query-string,
14386080,Objective-C,iOS-based charting library for both line and bar graphs.,10851,3781,507,25,34,14 November 2013,04 January 2018,Jawbone/JBChartView,
14393731,Java,A sample Android app which showcases advanced usage of Dagger among other open source libraries.,9385,5307,485,38,44,14 November 2013,27 November 2017,JakeWharton/u2020,
14416399,Objective-C,null,5710,1882,328,19,23,15 November 2013,10 January 2018,CLImageEditor,
14424284,Java,"An Android library supports badge notification like iOS in Samsung, LG, Sony and HTC launchers.",1169,4413,186,28,38,15 November 2013,18 January 2018,leolin310148/ShortcutBadger,
14434734,Python,Firmware Analysis Tool,44761,3124,1035,40,46,15 November 2013,02 February 2018,devttys0/binwalk,
14439422,JavaScript,Create image differential between two images,71,2323,64,7,7,16 November 2013,28 August 2017,uber/image-diff,
14454268,JavaScript,? A jQuery plugin for extracting the dominant color from images and applying the color to their parent.,9420,6397,87,14,18,16 November 2013,25 November 2017,briangonzalez/jquery.adaptive-backgrounds.js,
14457098,JavaScript,A user-friendly HTML5 form validation jQuery plugin for Bootstrap 3,540,2156,204,12,14,16 November 2013,12 January 2018,1000hz/bootstrap-validator,
14460330,Go,"A dead simple, no frills Go cross compile tool",85,2521,106,12,13,17 November 2013,23 January 2018,mitchellh/gox,
14512299,Python,Audio fingerprinting and recognition in Python,28583,3615,106,14,14,19 November 2013,13 February 2018,dejavu,
14514251,Java,A library for working with Bitcoin,17614,2188,3051,92,114,19 November 2013,14 March 2018,bitcoinj,
14545717,Java,Algorithms and Data Structures implemented in Java,1449,1911,854,20,29,20 November 2013,27 February 2018,java-algorithms-implementation,
14549208,Python,GPU-Accelerated Deep Learning Library in Python,1347,1173,267,5,7,20 November 2013,13 August 2015,hebel,
14556472,Objective-C,Rocket Loader Collection for iOS app,1379,1395,42,1,1,20 November 2013,02 January 2015,NghiaTranUIT/FeSpinner,
14579099,Python,"An interactive, browser-based graphing library for Python :sparkles:",38366,3025,2787,45,52,21 November 2013,14 February 2018,plotly/plotly.py,
14590125,C++,3D Game Engine,631017,1343,4013,15,16,21 November 2013,13 March 2018,LumixEngine,
14622388,Objective-C,High-performance map clustering with MapKit for iOS and OS X. Integrate with 4 lines of code.,3474,1420,361,11,14,22 November 2013,04 January 2018,CCHMapClusterController,
14640193,Java,"AIMSICD • Fight IMSI-Catcher, StingRay and silent SMS!",10644,3096,2525,85,120,23 November 2013,12 February 2018,SecUpwN/Android-IMSI-Catcher-Detector,
14648845,JavaScript,Logic programming for JavaScript.,23,968,32,3,3,23 November 2013,17 August 2016,LogicJS,
14666940,JavaScript,Build hybrid mobile apps using the Ionic Framework,7248,1804,397,32,34,24 November 2013,26 May 2016,diegonetto/generator-ionic,
14674225,JavaScript,? Web tribute to the Tron: Legacy Boardroom Scene,3277,1678,288,3,4,25 November 2013,10 October 2017,encom-boardroom,
14681876,Python,"? News, full-text, and article metadata extraction in Python 3. Advanced docs:",18167,5859,602,71,76,25 November 2013,12 February 2018,codelucas/newspaper,
14693901,Objective-C,A simple Calendar / Date Picker for iOS using UICollectionView,2232,1884,103,10,17,25 November 2013,23 August 2017,jivesoftware/PDTSimpleCalendar,
14696091,Java,Runtime code generation for the Java virtual machine.,562636,1886,3916,28,35,25 November 2013,13 February 2018,raphw/byte-buddy,
14699489,JavaScript,Create music with JavaScript and Node.js!,1137,2417,258,8,14,25 November 2013,13 March 2018,scribbletune,
14715502,Python,Python library for processing Chinese text,97318,2824,55,7,7,26 November 2013,04 January 2018,isnowfy/snownlp,
14732235,PHP,"Output complex, flexible, AJAX/RESTful data structures.",2027,2293,603,64,71,26 November 2013,31 October 2017,thephpleague/fractal,
14735403,PHP,jQuery DataTables API for Laravel 4|5,2691,1941,1486,62,71,27 November 2013,16 February 2018,yajra/laravel-datatables,
14744648,Objective-C,"DropdownMenu is an iOS navigation controller using a Container View, storyboards and segues.",1504,1884,48,7,8,27 November 2013,26 July 2016,nmattisson/DropdownMenu,
14747598,JavaScript,Get a full fake REST API with zero coding in less than 30 seconds (seriously),776,28857,659,53,61,27 November 2013,06 January 2018,typicode/json-server,
14758329,Java,A small Android library allowing you to have a smooth and customizable horizontal indeterminate ProgressBar,15669,3935,169,13,14,27 November 2013,27 August 2017,castorflex/SmoothProgressBar,
14812903,Objective-C,"An iOS and macOS audio visualization framework built upon Core Audio useful for anyone doing real-time, low-latency audio processing and visualizations.",9410,4222,482,17,20,30 November 2013,27 January 2018,EZAudio,
14815748,Objective-C,An easier way to handle third-party URL schemes in iOS apps.,5460,1821,296,13,13,30 November 2013,24 May 2017,IntentKit,
14831922,JavaScript,"Find Dates, Places, Times, and More. A .js library for parsing text for specific information.",1523,5266,242,20,23,01 December 2013,18 January 2018,Knwl.js,
14839011,Objective-C,An amazing Xcode Source Editor extension to align regular code. It can align Xnything in any way you want.,4117,2759,102,10,11,01 December 2013,13 December 2016,qfish/XAlign,
14875475,PHP,CSV data manipulation made easy in PHP,1590,1471,754,25,31,02 December 2013,12 March 2018,csv,
14899595,Objective-C,"NSRegularExpression extensions that make regular expressions easier in Objective-C, Swift, iOS, OSX",123,1520,77,7,8,03 December 2013,09 May 2017,Objective-C-RegEx-Categories,
14899596,Python,"A sample project that exists for PyPUG's ""Tutorial on Packaging and Distributing Projects""",58,1623,100,22,24,03 December 2013,21 February 2018,sampleproject,
14907562,JavaScript,Generate SVG paths for geometric shapes :bar_chart:,3003,1495,288,9,10,03 December 2013,20 April 2017,paths-js,
14944045,Objective-C,Animate in Xcode without code,977,5297,81,6,10,05 December 2013,02 September 2015,Canvas,
14949479,Objective-C,iOS Component for creating a pulsing animation.,635,1649,83,8,10,05 December 2013,23 January 2018,PulsingHalo,
14956897,Go,A high performance HTTP request router that scales well,179,6455,198,27,28,05 December 2013,19 December 2017,httprouter,
14964475,C#,A multi-platform .NET UI framework (formerly known as Perspex),48725,3461,5370,54,58,05 December 2013,16 February 2018,AvaloniaUI/Avalonia,
14979312,C++,:tangerine: Clementine Music Player,162662,1779,6784,149,186,06 December 2013,13 March 2018,Clementine,
14990119,Go,"A caching, resizing image proxy written in Go",2221,1153,217,19,19,06 December 2013,12 February 2018,imageproxy,
14999623,C#,"A cross-platform .NET library for IMAP, POP3, and SMTP.",15609,1844,1857,19,27,07 December 2013,13 March 2018,MailKit,
15020102,PHP,"An asynchronous event driven PHP framework for easily building fast, scalable network applications. Supports HTTP, Websocket, SSL and other custom protocols. Supports libevent, HHVM, ReactPHP.",1944,5796,975,34,46,08 December 2013,01 February 2018,walkor/Workerman,
15042048,Ruby,High-level Elasticsearch Ruby framework based on the official elasticsearch-ruby client,2575,1252,1083,95,106,09 December 2013,10 March 2018,chewy,
15045751,Python,Define and run multi-container applications with Docker,10251,11833,4704,268,295,09 December 2013,12 February 2018,docker/compose,
15046172,JavaScript,A polyfill for ES6-style Promises,886,5431,665,73,83,09 December 2013,23 January 2018,jakearchibald/es6-promise,
15057216,Java,An Android staggered grid view which supports multiple columns with rows of varying sizes.,878,4639,122,21,25,09 December 2013,18 April 2017,AndroidStaggeredGrid,
15061404,C#,Google Play Games plugin for Unity,1553120,1920,804,44,57,09 December 2013,23 January 2018,playgameservices/play-games-plugin-for-unity,
15062869,JavaScript,? Delightful JavaScript Testing.,36462,15648,3084,449,684,10 December 2013,13 February 2018,facebook/jest,
15117001,JavaScript,:white_check_mark: Validator component for Vue.js,6697,2140,1044,32,33,11 December 2013,25 December 2017,vuejs/vue-validator,
15120144,Java,Open source note-taking application for Android,46732,1338,2549,17,24,11 December 2013,02 March 2018,Omni-Notes,
15176507,C,Embedded JavaScript engine for C/C++,19590,1103,1911,18,21,13 December 2013,11 October 2017,v7,
15178468,Objective-C,"Xcode plugin to collect and list the `TODO`,`FIXME`,`???`,`!!!!`",729,1588,92,20,24,14 December 2013,16 June 2016,XToDo,
15187698,Java,The idea of ResideMenu is from Dribbble 1 and 2. It has come true and run in iOS devices. iOS ResideMenu This project is the RefsideMenu Android version. The visual effect is partly referred to iOS version of ResideMenu. And thanks to the authors for the above idea and contribution. ,7008,2639,73,5,10,14 December 2013,22 February 2017,AndroidResideMenu,
15210616,JavaScript,Static asset revisioning by appending content hash to filenames: unicorn.css ? unicorn-d41d8cd98f.css,102,1385,124,27,31,15 December 2013,14 February 2018,gulp-rev,
15221739,JavaScript,A CSS preprocessor that acts like a polyfill for future versions of the spec.,9253,4392,180,22,23,16 December 2013,29 January 2017,myth,
15240249,Objective-C,A Quartz Composer framework that enables interactive design prototyping without programming.,666598,3379,65,8,10,16 December 2013,15 November 2016,facebook/origami,
15242752,JavaScript,Use React Components in Angular,1263,2460,219,34,37,17 December 2013,24 October 2017,davidchang/ngReact,
15249309,Python,A collection of common regular expressions bundled with an easy to use interface.,95,1127,103,9,10,17 December 2013,21 May 2017,CommonRegex,
15283709,JavaScript,A Hyperminimal UI Theme for Sublime Text,2389,7270,227,24,28,18 December 2013,27 December 2017,kkga/spacegray,
15299224,Objective-C,SPDY for iOS and OS X,955,2361,243,15,20,19 December 2013,03 April 2017,CocoaSPDY,
15319507,Java,Grafika test app,1101,2752,67,3,3,19 December 2013,25 January 2018,google/grafika,
15321010,JavaScript,Import and export tools for elasticsearch,773,2606,515,53,60,19 December 2013,14 February 2018,taskrabbit/elasticsearch-dump,
15328210,Java,Custom fonts in Android the easy way...,1536,7423,298,34,38,20 December 2013,31 December 2017,Calligraphy,
15344288,Go,A Lua VM in Go,901,1204,214,14,16,20 December 2013,21 February 2018,go-lua,
15345331,Go,An embedded key/value database for Go.,1329,7837,814,98,104,20 December 2013,18 January 2018,bolt,
15368044,Objective-C,"C-41 is an application to help people develop film at home by providing a series of ""recipes"" for photographers to use.",21665,1915,125,9,9,22 December 2013,10 February 2017,ashfurrow/C-41,
15383182,Objective-C,Core Plot source code and example applications,65400,2530,2368,21,50,22 December 2013,03 February 2018,core-plot,
15397085,Java,Android Studio plug-in for generating ButterKnife injections from selected layout XML.,748,3204,84,6,11,23 December 2013,19 January 2018,avast/android-butterknife-zelezny,
15401421,Objective-C,A suite containing many tools to display progress information on iOS.,26162,3676,138,27,35,23 December 2013,31 January 2018,M13ProgressSuite,
15409820,Python,Next generation cryptocurrency network,5493,2197,2972,73,80,24 December 2013,12 March 2018,pyethereum,
15470270,Go,Golang push server cluster,922,1654,543,9,10,27 December 2013,07 June 2017,gopush-cluster,
15479087,JavaScript,"OctoLinker – Available on Chrome, Firefox and Opera",56399,2578,621,30,34,27 December 2013,05 March 2018,OctoLinker,
15490130,C,A 2D Graphics Engine for Mobile Game,2283,1662,567,25,29,28 December 2013,04 January 2018,ejoy2d,
15491874,Java,RxJava architecture library for Android,1510,2105,383,13,14,28 December 2013,13 January 2018,tehmou/rx-android-architecture,
15493237,JavaScript,A simple example of how to do server-side rendering with React (no compilation needed),89,1697,90,1,2,28 December 2013,26 December 2017,mhart/react-server-example,
15495333,JavaScript,Lazy load modules & components in AngularJS,1354,2603,314,26,34,28 December 2013,05 February 2018,ocombe/ocLazyLoad,
15509440,C#,Port of Akka actors for .NET,67004,2657,4759,140,161,29 December 2013,14 February 2018,akkadotnet/akka.net,
15532991,Python,Python client for Baidu Yun (Personal Cloud Storage) ???/????Python???,1816,3522,469,22,24,30 December 2013,20 January 2018,houtianze/bypy,
15533082,JavaScript,"Minify PNG, JPEG, GIF and SVG images",149,1459,137,21,21,30 December 2013,15 February 2018,gulp-imagemin,
15570122,Python,Turn (almost) any Python command line program into a full GUI application with one line,3422,5528,504,47,57,01 January 2014,13 February 2018,chriskiehl/Gooey,
15571957,JavaScript,Node.js compression middleware,162,1348,277,12,12,01 January 2014,19 February 2018,compression,
15592138,Objective-C,Elegant Line Graphs for iOS. (Charting library),2184,2702,317,20,26,02 January 2014,15 October 2017,BEMSimpleLineGraph,
15606716,Go,"p2p tunnel,(udp mode work with kcp,https://github.com/skywind3000/kcp)",585,1219,157,6,8,03 January 2014,06 March 2018,dog-tunnel,
15625102,Go,Minimalist Go package aimed at creating Console User Interfaces.,242,2263,242,15,15,04 January 2014,04 January 2018,jroimartin/gocui,
15633115,Go,"HTTP(S) load generator, ApacheBench (ab) replacement, written in Go",3543,4782,194,20,24,04 January 2014,02 September 2016,boom,
15639771,JavaScript,Generate a changelog from git metadata.,1856,1800,1120,54,57,04 January 2014,03 March 2018,conventional-changelog,
15640386,Java,"Powerful custom Android Camera with granular control over the video quality and filesize, restricting recordings to landscape only.",62627,1126,456,8,11,04 January 2014,22 February 2018,LandscapeVideoCamera,
15648899,Java,Source Code for Android Course Example Applications,19404,4308,71,4,5,05 January 2014,15 December 2016,aporter/coursera-android,
